title,text,url,date,newspaper,section,authors
Politics,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/politics/page/582/,2007-10-31 00:00:00,TheZimbabwean,politics,
Learn more about what we do,"The BBC is the world’s leading public service broadcaster
We’re impartial and independent, and every day we create distinctive, world-class programmes and content which inform, educate and entertain millions of people in the UK and around the world.
We do this across:
A portfolio of television services, including the UK’s most-watched channel BBC One and our multi award-winning channels for children, as well as national and regional television programmes and services across England, Northern Ireland, Scotland and Wales
Ten UK-wide radio networks, providing the best live music broadcasting in the UK, as well as speech radio which informs, educates and entertains. We also have two national radio services each in Scotland, Wales and Northern Ireland and local radio stations across England and the Channel Islands, providing an invaluable and unique service to listeners across the UK
Our digital services including BBC News, Sport, Weather CBBC and CBeebies, iPlayer and BBC Sounds, BBC Red Button and our vast archive
BBC World Service television, radio and online on more than 40 languages
Established by a Royal Charter, the BBC is principally funded through the licence fee paid by UK households. Our role is to fulfil our mission and promote our Public Purposes.
Our commercial operations including BBC Studios, the BBC’s award-winning production company and world-class distributor, provide additional revenue for investment in new programming and services for UK audiences.
The BBC’s Board ensures that we deliver our mission and public purposes which are set out in the Charter. The Executive Committee is responsible for day-to-day management. We are regulated by Ofcom.
What we do
UK public services
We provide a wide range of programmes, content and services on television, radio and online for audiences across the UK
Global news services
BBC World Service television, radio and online is available in more than 40 languages
Commercial services
Our commercial operations generate income to invest in new programmes and content
Who we are
BBC Board
The Board ensures that the BBC delivers its mission and public purposes
Commercial Board
The BBC Commercial Board oversees the delivery of the Corporation’s commercial ambitions
Executive Committee
The Executive Committee is responsible for the day-to-day management of the BBC
Senior staff
Find out more about the BBC’s senior leaders including their roles and pay
Governance and regulation
Charter and Agreement
The Royal Charter is the constitutional basis for the BBC
Mission, values and public purposes
Our mission and public purposes are the foundation for everything that we do
Licence fee and funding
Find out how we are funded - and how that money is spent
Regulation
We are regulated by Ofcom. It issues an operational framework and sets a licence which contains the regulatory conditions we are required to meet.
Audit arrangements
The Comptroller and Auditor General, supported by the National Audit Office, is our external auditor
BBC/S4C strategic agreement
How we will work with S4C to deliver services for the benefit of Welsh-speaking audiences
Complaints
How to complain to the BBC and how we handle complaints
Reports and policies
Annual report and accounts
Our assessment of the BBC’s performance over the last 12 months
Annual plan
Our strategic plans for the year ahead
Policies and guidelines
Our policies and guidelines are important in ensuring we deliver our mission and public purposes
Reports
Our most recent publications
External events register
The BBC publishes a summary of the external events register for on-air staff in journalism and senior leaders, as part of the BBC’s renewed commitment to impartiality
Across the UK
BBC Cymru Wales
For TV, radio and digital audiences across Wales and the UK
BBC Scotland
Making programmes for Scotland and the UK
BBC Northern Ireland
About BBC Northern Ireland",https://www.bbc.co.uk/aboutthebbc,,bbc,politics,
CCC MPs refuse to ‘protect and secure’ Mnangagwa’s Belarus deals,"HARARE – President Emmerson Mnangagwa presided over the signing of several Memorandum of Understanding with Belarus in Minsk on Tuesday, but opposition legislators refused to approve an agreement meant to “protect and secure” Belarusian investments in Zimbabwe.
Sheila Chikomo, the deputy minister of foreign affairs, presented the memorandum of agreement in the National Assembly seeking ratification of the agreement on promotion and reciprocal protection of investments.
She said parliament should approve the agreement by May 31, 2025.
President Mnangagwa signed the agreement in 2023 but it does not bind Zimbabwe until it has been approved by parliament.
A parliamentary committee on foreign affairs also recommended that the agreement be approved because it presents a significant opportunity for Zimbabwe to promote investment, foster sustainable development and strengthen economic ties.
Opposition Citizens Coalition for Change MPs voiced disquiet.
“The coincidence of the minister bringing this agreement before this August House was designed to be timed with the president’s official visit currently happening,” said Edwin Mushoriwa, MP for Dzivarasekwa.
Mushoriwa said parliament cannot approve the agreement without full information on the balance of trade between Belarus and Zimbabwe.
“We also need to be worried when we end up having a trade agreement which can be manipulated and exploited by few individuals who are connected.”
Mbizo MP Corban Madziwanyika said the agreement would only benefit Belarus since Zimbabwe will only be importing finished products including tractors.
Another MP Mutsa Murombedzi said “parliament should not become a rubber stamp for executive deals.”
“It’s a document that potentially grants disapproportionate power to foreign capital with little accountability. I therefore call upon this house to defer the approval,” she said.
Zanu PF MPs among them Supa Mandiwanzira vociferously pushed for the agreement’s approval.
Post published in:",https://www.thezimbabwean.co/2025/05/ccc-mps-refuse-to-protect-and-secure-mnangagwas-belarus-deals/,2025-05-16 00:00:00,TheZimbabwean,politics,
A few rules for us and you,Take a look through our explainers to see what you (and we) can and can't do. Our explainers cover questions we often get asked. Can't find what you're after? Take a look at the full version of the Terms of Use.,https://www.bbc.co.uk/usingthebbc/terms,,bbc,politics,
ANC Urged To Expel Geza Over Alleged Zimbabwe Destabilisation Plot,"According to The NewsHawks, Nyekorach-Matsanga has long been known as a staunch ZANU-PF supporter and public relations operative, having previously worked as a propagandist for Zimbabwe’s ruling party during the late President Robert Mugabe’s tenure.
In a letter dated 18 May and addressed to ANC Secretary-General Fikile Mbalula, Nyekorach-Matsanga urged the South African government to expel Geza.
He accused Geza of using South African territory as a base to launch attacks against Zimbabwe’s leadership, claiming that such activities undermine regional peace and security in contravention of the Southern African Development Community (SADC), African Union (AU), and United Nations (UN) treaties and protocols.
Titled “Urgent Legal and Diplomatic Concerns Regarding Activities of one Bombshell Geza and Associated Groups Operating from South African Soil,” the letter alleges that Geza is at the centre of a wider network of political groups, activists, NGOs, and digital media platforms.
This network, it claims, is orchestrating a coordinated “campaign of destabilisation” targeting President Emmerson Mnangagwa, ZANU-PF, and the Zimbabwean government. Part of the letter reads:
We write oo behalf of the Pan African Forum Limited & Associates, a continental advocacy and legal policy platform, to express our grave concern regarding the continued use of South Africa soil, particularly under the ANC-led government, as a staging ground for regime change activities targeting the sovereign Republic of Zimbabwe.
We have gathered credible intelligence and evidence indicating that one Bombshell Geza and a network of foreign-sponsored actors are actively operating from South Africa, utilising non-governmental organisations, digital media platforms, and political networks to coordinate a destabilisation campaign against the ruling party in Zimbabwe, ZANU PF, and President Emmerson Mnangagwa’s administration.
These operations, which include digital disinformation warfare and mobilisation of protest strategies, constitute a direct violation of regional and international law. This is where our specialty is.
Our legal and diplomatic concerns in the conduct of these actors that contravene Article 4(c) of the SADC Treaty, which upholds non-interference in the internal affairs of member states.
Their actions further breach the African Union Constitutive Act1, Articles 3(b) and (g), on sovereign respect and condemnation of unconstitutional changes of government.
South Africa’s inaction may amount to a violation of its obligations under the United Nations Charter, Article 2(4), as well as its own domestic legal instruments, including the Protection of Constitutional Democracy Against Terrorism Act.
Nyekorach-Matsanga urged South Africa and the ANC to uphold Pan-African solidarity and respect for national sovereignty. He said:
We request ANC to co-operate with the Government of Zimbabwe and SADC regional mechanisms to ensure South African territory is not used for the destabilisation of a fellow member state.We however, state here that we are not acting on the instructions of Zimbabwe Government but we the watch tower of Africa.
Just like South Africa went to (International Court of Justice) ICJ for Human Rights abuses in Gaza by Israel, we have acted on behalf of better Africa.
We must add that failure to act on this matter risks eroding the integrity of SADC, undermining the credibility of the ANC as a Pan-African liberation movement, and encouraging further external manipulation of African political systems.
We are prepared to initiate a formal submission to the African Union Peace and Security Council and the SADC Organ on Politics, Defence and Security Cooperation if this matter is not addressed expeditiously.
Geza, a war veteran and member of ZANU PF’s Central Committee, is wanted by the Zimbabwe Republic Police (ZRP) on a range of criminal charges.
These include the alleged theft of three motor vehicles, which were reportedly taken and disposed of without the owner’s consent.
He is also accused of undermining the authority of, or insulting, President Emmerson Mnangagwa, an offence under Zimbabwe’s Criminal Law (Codification and Reform) Act, as well as inciting public violence, particularly in connection with his calls for a national shutdown in protest against the country’s worsening economic conditions.
Geza has been an outspoken critic of Mnangagwa’s administration, accusing it of corruption and gross economic mismanagement.
Post published in:",https://www.thezimbabwean.co/2025/05/anc-urged-to-expel-geza-over-alleged-zimbabwe-destabilisation-plot/,2025-05-19 00:00:00,TheZimbabwean,politics,
20th Century Radicals - Cardew: Democracy and U-turns - BBC Sounds,Kate Molleson and Gillian Moore shine new light on the 'modern' music of the 20th century.,https://www.bbc.co.uk/sounds/play/m002dcdn,,bbc,politics,
Political Parties,"cookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".",https://www.thezimbabwean.co/category/politics/political-parties/,2025-06-16 00:00:00,TheZimbabwean,politics,
Here’s what Trump has promised to do in a second term,"Trump has promised to extend the cuts from his 2017 Tax Cuts and Jobs Act, notably the TCJA’s individual income tax breaks. The former president has also talked about reducing the corporate tax rate to 15%, from 21% – but only for companies that make their products in the US.
“I will make the Trump tax cuts the largest tax cut in history,” the former president said earlier this year at the Black Conservative Federation’s Honors Gala in South Carolina. “We’ll make it permanent and give you a new economic boom.”
I will make the Trump tax cuts the largest tax cut in history.”
In September, Trump said he would push for legislation that would end taxes on overtime pay.
“That gives people more of an incentive to work,"" Trump said at a rally in Arizona. ""It gives the companies a lot, it’s a lot easier to get the people.”
This summer, during a campaign stop in Las Vegas, Trump also pledged to end taxes on tips, a move targeted to appeal to hundreds of thousands of people working in the city. It’s a promise Trump’s incoming press secretary, Karoline Leavitt, told Fox News in a November 10 interview that he plans to implement on Day One.
The former president has also promised to stop taxing Social Security benefits. He has yet to outline a proposal to replace the lost revenue, which could harm the popular entitlement program, as well as Medicare and the federal budget.
He announced in November that Elon Musk and Vivek Ramaswamy will lead a new Department of Government Efficiency, which Trump had previously proposed as a way to reduce government spending. The commission will “develop an action plan to totally eliminate fraud and improper payments within six months,” Trump said in September remarks at the Economic Club of New York.
The former president has also announced plans to get rid of the $10,000 limit on state and local tax, or SALT, deductions that he signed into law as part of his 2017 tax cuts. Reversing this cap would largely affect higher-income people in high-tax blue states who itemize their deductions.
In an early October speech, Trump promised to make the interest paid on car loans fully tax deductible. He also vowed in an October video to end the double taxation on Americans who live abroad. This move could stop some Americans living abroad from having to pay taxes to both the US and to the country where they live. He has not provided details on how such relief would work.
Trump has also pledged to repeal Biden’s tax hikes, “immediately tackle” inflation and end what he called Biden’s “war” on American energy production. He has promised to rescind all unspent funds from the 2022 Inflation Reduction Act, which put in place a wide array of climate measures and funneled about $80 billion over 10 years to the Internal Revenue Service.
In an effort to address housing affordability, Trump has floated a ban on mortgages for undocumented immigrants, claiming that they push up housing costs. CNN has reported that undocumented immigrants, however, make up a tiny portion of the mortgage market.
To help “working Americans” catch up on credit card debt, Trump promised in September to temporarily cap interest rates on credit cards at 10%. The average credit card rate is just under 21%, while the average rate on retail store cards is a record high 30.45%.
At a late October rally in New York City's Madison Square Garden, he also said he would support a tax credit for family caregivers. He has not outlined details about who would be eligible, how large it would be and whether the cost would be covered.
In February, Trump pledged to impose “stiff penalties on China and other trade abusers.”
“It’s called you screw us, and we screw you,” Trump said at a South Carolina rally.
Under his proposed “Trump Reciprocal Trade Act,” the former president said if other countries impose tariffs on the US, the country would impose “a reciprocal, identical” tariff right back.
It was the same pledge Trump made in a campaign video in 2023: to impose the same tariffs that other countries may impose on the US on those countries. The goal, the former president said then, is to get other countries to drop their tariffs.
It’s called you screw us, and we screw you.”
As part of a larger strategy to bring jobs back into the US, Trump also said he would implement his so-called “America First” trade agenda. By setting universal baseline tariffs on a majority of foreign goods, the former president said Americans would see taxes decrease as tariffs increase. His proposal also includes a four-year plan to phase out all Chinese imports of essential goods and stop China from buying up America and US companies from investing in China.
Since winning the election, Trump has promised to put a new 25% tariff on all products coming from Mexico and Canada, as well as raise tariffs on Chinese-made goods by 10%, on the first day of his administration -- in retaliation for illegal immigration and drugs coming across the border. On January 14, 2025, Trump said he will create an “External Revenue Service” on Day One of his presidency to collect tariffs and all revenue from “foreign sources.”
At one point earlier this year, Trump had said he would consider imposing a tariff upward of 60% on all Chinese imports. He has also called for adding a tariff of at least 10% on all imports from all countries. At an August campaign event in North Carolina, he suggested that the across-the-board tariff could be as high as 20%.
In September, Trump floated a 100% or 200% tariff on cars made in Mexico. He claimed this would stop Chinese companies from building auto plants in Mexico as a way to avoid US tariffs, which he could impose by executive action.
Trump has also repeatedly expressed interest in ending the federal income tax, pointing to the late 19th century, when the US relied on tariffs to fund federal spending.
“When we were a smart country, in the 1890s … this is when the country was relatively the richest it ever was. It had all tariffs. It didn’t have an income tax,” Trump said in late October.
Earlier in October, Trump announced he would invoke the six-year renegotiation provision of the US-Mexico-Canada Agreement, which was signed into law in January 2020 as a replacement for NAFTA.
The former president has particularly focused on China, vowing in a January 2023 campaign video to restrict Chinese ownership of US infrastructure such as energy, technology, telecommunications and natural resources. Trump also said he would force the Chinese to sell current holdings that may put national security at risk. “Economic security is national security,” he said.
Trump made immigration and the border a central campaign issue, successfully pressuring Republicans to reject a major bipartisan border deal earlier this year and making a trip to the southern border in February, where he touted his previous hard-line immigration policies.
In a Des Moines Register op-ed published roughly a week before winning the Iowa caucuses in January, Trump vowed to use the “Alien Enemies Act to remove known or suspected gang members, drug dealers, or cartel members from the United States.”
“We will shift massive portions of federal law enforcement to immigration enforcement — including parts of the DEA, ATF, FBI, and DHS,” he wrote.
In a video posted on Truth Social in late February before his border visit, Trump also promised to “carry out the largest domestic deportation operation in American history,” a plan Trump has said he’d launch on Day One in the White House.
We will shift massive portions of federal law enforcement to immigration enforcement — including parts of the DEA, ATF, FBI, and DHS.”
In October, Trump said he would use the Alien Enemies Act of 1798 to create a federal program to expedite the removal of undocumented gang members. He also warned that ""if they come back into our country, they will be told it is an automatic 10-year sentence in jail with no possibility of parole.” CNN has reported that Immigration and Customs Enforcement already deports individuals who pose a national security or public safety threat once ordered removed by an immigration judge.
Later that month, Trump promised to create a “compensation fund” for victims of crimes committed by migrants by using assets seized from gangs and drug cartels.
Also in October, during a rally in Arizona, Trump promised to hire 10,000 new Border Patrol agents, provide a 10% salary raise and offer a $10,000 retention and signing bonus. His comments came months after Senate Republicans, at his urging, blocked a bipartisan border measure that would have cleared the way for more Border Patrol agents.
Separately, last summer, Trump proposed “automatically” giving green cards to foreign nationals who graduate from US colleges — comments that break from his efforts to curb both legal and illegal immigration while in office. In May 2024, Trump said that on Day One of his presidency he would issue an executive order, “making clear to federal agencies that under the correct interpretation of the law, going forward,“ children born to undocumented immigrants would not automatically gain US citizenship.
After the Israel-Hamas war began last October, Trump also promised to terminate the visas of “Hamas’ sympathizers.”
“We’ll get them off our college campuses, out of our cities and get them the hell out of our country, if that’s OK with you,” he added.
Last November, Trump promised to replace the Affordable Care Act, known colloquially as Obamacare, in a series of posts on Truth Social. A Trump-backed effort to repeal and replace Obamacare failed in 2017 after three Republican senators joined with Democrats to vote against the bill.
“Getting much better Healthcare than Obamacare for the American people will be a priority of the Trump Administration,” he said.
“It is not a matter of cost, it is a matter of HEALTH. America will have one of the best Healthcare Plans anywhere in the world. Right now it has one of the WORST!,” he continued. He also doubled down on his vow during a speech in early January. But when asked during September’s debate with Harris about whether he has a plan to replace Obamacare, he replied, “I have concepts of a plan.”
Getting much better Healthcare than Obamacare for the American people will be a priority of the Trump Administration.”
Trump also vowed in a June 2023 campaign video to reinstate his previous executive order so that the US government would pay the same price for pharmaceuticals as other developed countries. Some of the former president’s pharmaceutical policies were overturned by Biden.
On the abortion issue, Trump said in April that he would not sign a federal abortion ban and has taken the position that laws should be decided by states.
“The states will determine by vote or legislation or perhaps both, and whatever they decide must be the law of the land,” Trump said in an April recording posted to his Truth Social platform.
Trump also said in May that he did not support banning birth control. He previously said that he was “looking at” contraceptives when asked if he supported restrictions.
In August, Trump announced plans to make either the government or insurance companies pay for in vitro fertilization treatments. He did not specify how the treatments would be paid for.
Since winning the election, Trump said he’ll nominate Robert F. Kennedy Jr., who has pushed vaccine conspiracy theories, to lead the Department of Health and Human Services. Trump had said in late October that he’d let his former political rival “go wild on health.”
Trump has promised to use the Department of Justice to attack critics and former allies. In several videos and speeches, the former president also laid out plans to gut the current justice system by firing “radical Marxist prosecutors that are destroying America.”
“I will appoint a real special prosecutor to go after the most corrupt president in the history of the United States of America, Joe Biden, and the entire Biden crime family,” Trump said in June 2023 remarks. “I will totally obliterate the Deep State.”
Trump said in a campaign video last year that he would reinstate a 2020 executive order to remove “rogue” bureaucrats and propose a constitutional amendment for term limits on members of Congress.
I will appoint a real special prosecutor to go after the most corrupt president in the history of the United States of America, Joe Biden, and the entire Biden crime family.”
To address what he labeled the “disturbing” relationship between technology platforms and the government, the former president said in a January 2023 video that he would enact a seven-year cooling off period before employees at agencies such as the FBI or CIA can work for platforms that oversee mass user data.
Trump added in multiple campaign releases that he would task the Justice Department with investigating online censorship, ban federal agencies from “colluding” to censor citizens and suspend federal money to universities participating in “censorship-supporting activities.”
In a September 2023 speech at the Family Research Council’s Pray Vote Stand Summit in Washington, DC, Trump also touted plans to continue appointing conservative judges.
“I will once again appoint rock-solid conservative judges to do what they have to do in the mold of Justices Antonin Scalia; Samuel Alito, a great gentleman; and another great gentleman, Clarence Thomas,” he said.
Trump has also pledged to “appoint U.S. Attorneys who will be the polar opposite of the Soros District Attorneys and others that are being appointed throughout the United States.”
In a September 2023 speech in Washington, DC, Trump also announced that he would appoint a task force to review the cases of people he claimed had been “unjustly persecuted by the Biden administration.” Trump noted that he wanted to “study the situation very quickly, and sign their pardons or commutations on day one.”
It’s a move that could lead to potential pardons of many rioters from the January 6, 2021, insurrection on the US Capitol, which he has repeatedly pledged that he would execute on Day One (though it’s not clear who among the hundreds of convicted rioters, defendants awaiting trial and remaining fugitives would receive clemency, CNN has reported).
At the Libertarian Convention in May, Trump also promised to release Ross Ulbricht, the founder of the online black market Silk Road who is serving a life sentence in prison for money laundering, drug trafficking and computer hacking. Trump declined to commute Ulbricht’s sentence during his presidency.
*Only promises on judge appointments and congressional term limits are similar to prior campaigns
Trump has promised to reduce energy prices by increasing domestic production. In several campaign appearances, he has laid out plans to end delays in federal drilling permits and leases.
“We’re going to ‘drill, baby, drill’ right away,” Trump told a crowd of supporters in Des Moines, Iowa, in January, a refrain he repeated often on the campaign trail throughout 2024.
At a South Carolina rally in February, he pledged to remove limits on American natural gas exports.
Trump said in a January 6, 2025 interview he would try to undo on Day One an action that President Joe Biden took to permanently ban future offshore oil and gas development in parts of the Atlantic and Pacific oceans. Biden’s action invoked the 1953 Outer Continental Shelf Lands Act -- a law that gives presidents broad authority to withdraw federal waters from future oil and gas development and that doesn’t explicitly allow presidents to use actions to put waters back into development. Trump would need Congress to change that law before he could act on his proposed reversal.
The Washington Post has also reported that Trump, during an April meeting at Mar-a-Lago, pledged to roll back some of Biden’s climate policies if oil executives raised $1 billion for his campaign.
As for other energy sources, Trump has also changed his tune on the expansion of offshore wind farms, which he had touted at the start of his presidency as part of a broader push to “unleash the forces of economic innovation to more fully develop and explore our ocean economy.”
In May, Trump described wind farms as “horrible” and accused turbines of killing birds and whales, adding that he would “make sure that ends on Day One.”
Trump has also promoted US cryptocurrency mining, an industry that has grown significantly more reliant on fossil fuels. Bitcoin mining is energy-intensive because servers require enormous amounts of power to solve a complex series of algorithms to verify transactions in order to receive the cryptocurrency as a reward.
At a cryptocurrency conference in July, the former president promised to make it easier for cryptocurrency mining companies to operate in the US.
“If crypto is going to define the future, I want it to be mined, minted and made in the USA,” Trump said, adding that he would create a “strategic national bitcoin stockpile.”
On the campaign trail, he also vowed to fire Securities and Exchange Commission Chair Gary Gensler, who has pushed to regulate the industry. Gensler has said he’ll step down on January 20, 2025, which made room for the president-elect to announce he will select Paul Atkins, a cryptocurrency enthusiast, to run the agency.",https://edition.cnn.com/interactive/2024/04/politics/trump-campaign-promises-dg/,2025-01-15 00:00:00,cnn,politics,CNN
Keeping your info safe and sound,"Rebuild Page
The page will automatically reload. You may need to reload again if the build takes longer than expected.
Useful links
Demo mode
Hides preview environment warning banner on preview pages.
On Off
Theme toggler
Select a theme and theme mode and click ""Load theme"" to load in your theme combination.",https://www.bbc.com/usingthebbc/privacy/,,bbc,politics,
The Chaona massacre of 2008,"By Ngoni Danzva
The militia members belonged to different terror gangs, but notable ones were from the Border Gezi group, who wore an olive green uniform, and others from the Paraquat they wore T Shirts inscribed “Paraquat”, a gang that belonged to Saviour Kasukuwere. But on the day of the attack on Chaona villagers, the groups were led by and under the command of Retired Major General Cairo Mhandu, a former soldier.
They camped at Chaona Primary School in preparation for a brutal assault on innocent civilians the next day. The brutality that followed had to be seen to be believed.
Major General Mhandu instructed his thugs to spread a message to the villagers, ordering anyone and everyone to be at Chaona Primary School by 5 a.m. The villagers were threatened with violence and arson attacks should they fail to show up at the meeting.
The next day, on the 5th of May 2008, villagers across Chiweshe arrived at Chaona Primary School. Fearing for their lives, they had to show up. And to some, this would be their last day alive.
When the villagers finally gathered at Chaona Primary School, Mhandu told the crowd that “this community needs to be taught a lesson.” He ordered the villagers that they must come forward and confess their links and association with the opposition.
The crowd was terrified, and no one stepped forward. After a brief moment of silence, ZANU PF youths grabbed a 76-year-old woman from the crowd and ordered her to lie in front of the crowd on her stomach. They started beating her with sjamboks and sticks on her buttocks. After some minutes, three men came forward and said they were opposition supporters, just to save the old lady from the beatings.
What ensued next was an egregious frenzy of brutality. Over 70 villagers were indiscriminately and severely beaten. Grown men and women groaned in unspeakable pain, cried, and begged for mercy. But no one listened. Their crime was that they had voted for the opposition on the 29th of March general election. It was also a terror campaign intended to discourage them from voting for the opposition in the run-off election, which was scheduled to take place on Friday the 27th of June 2008.
Six men tragically died from the brutal beatings and torture that took place that day. Two of them, Tapiwa Meda and Alex Chirisiri, died on the spot after the beatings. Joseph Madzuramhende died later that day after they had squeezed and crushed his genitals, tying them with a wire. Geoffrey Jemedze and Wilson Emmanuel died at Avenues Clinic on Friday the 9th of May 2008. Fushirai Dofu died on Saturday the 10th of May 2008 at Howard Hospital.
😔
Not only were six murders committed, but also over 30 attempted murders of people who were hospitalized at Howard Hospital, Concession Hospital, and Avenues Clinic. Tens of cases of grievous bodily harm were also committed during the torture sessions.
5 May 2025 marked exactly 17 years since the Chaona attack. No investigations were conducted, and no arrests were made by the Zimbabwe Republic Police for the crimes against humanity that were committed in Chiweshe.
No one was ever brought to justice for the deaths of Joseph Madzuramhende, Tapiwa Meda, Alex Chirisiri, Geoffrey Jemedze, Wilson Emmanuel, and Fushirai Dofu.
Rest in peace, dear comrades. You paid the ultimate price for a noble cause to see a free Zimbabwe, and your names shall forever be inscribed on the corridors of history. You are not forgotten.
Post published in: Featured",https://www.thezimbabwean.co/2025/06/the-chaona-massacre-of-2008/,2025-08-06 00:00:00,TheZimbabwean,politics,
Contact the BBC,"Channels, schedules and other questions
Information about issues, programmes or services which we're often asked about.
BBC iPlayer help and FAQs
Get support to resolve problems with BBC iPlayer, along with how to guides, FAQs and updates on known issues.
BBC Sounds help and FAQs
Get support to resolve problems with BBC Sounds, along with how to guides, FAQs and updates on known issues.
Action Line
Details of organisations offering support if you're affected by issues in our coverage
BBC Appeals
The BBC helped raise over £105 million for charities in 2020/21. Find out more about how you can help.",https://www.bbc.co.uk/contact,,bbc,politics,
CNN Photos,"CNN values your feedback
1. How relevant is this ad to you?
2. Did you encounter any technical issues?",https://edition.cnn.com/world/photos,,cnn,business,
How can I change my BBC cookie settings?,"Some essential features on BBC sites just won’t work without cookies. And having other cookies switched off can seriously affect the way you’ll be able to enjoy our services.
Please check your cookie settings below and turn on any cookies you’re happy with.
“Strictly necessary” cookies are on by default but can be turned off in your browser settings.
Functional and Performance cookies can be turned on or off below and your preferences are automatically saved.
You can learn more about cookies and what they do on our other pages.",https://www.bbc.com/usingthebbc/cookies/how-can-i-change-my-bbc-cookie-settings/,,bbc,politics,
BBC Weather,"Yellow thunderstorm warning as UK records hottest day of the year so far
Temperatures of up to 34C are expected in the UK as the northern hemisphere experiences the longest day of the year.
Temperatures surpass 33C as storm warning kicks in
Parts of the UK brace for thunderstorms after a Met Office yellow weather warning comes into force.
Weather for the Week Ahead. Video, 00:03:29Weather for the Week Ahead
The heatwave peaked on Saturday with the hottest day of the year so far but when it will become cooler and fresher? Darren Bett has the details.",https://www.bbc.com/weather,,bbc,politics,
Unearthed,"CNN values your feedback
1. How relevant is this ad to you?
2. Did you encounter any technical issues?",https://edition.cnn.com/science/unearthed,,cnn,business,
Accessibility,"All audiences are important to the BBC.
This page provides links to resources and documents to help users access the BBC's content and to find out about the BBC approach to the development of rich accessible products and services.",https://www.bbc.co.uk/accessibility/,,bbc,politics,
